month,health_board,age_group,simd_quintile,presentations
2020-09,NHS Borders,26-35,5,19
2020-09,NHS Borders,36-45,1,59
2020-09,NHS Borders,36-45,2,31
2020-09,NHS Borders,36-45,3,30
2020-09,NHS Borders,36-45,4,24
2020-09,NHS Borders,36-45,5,21
2020-09,NHS Borders,46-55,1,56
2020-09,NHS Borders,46-55,2,49
2020-09,NHS Borders,46-55,3,32
2020-09,NHS Borders,46-55,4,25
2020-09,NHS Borders,46-55,5,20
2020-09,NHS Borders,56-65,1,35
2020-09,NHS Borders,56-65,2,26
2020-09,NHS Borders,56-65,3,27
2020-09,NHS Borders,56-65,4,10
2020-09,NHS Borders,56-65,5,11
2020-09,NHS Borders,66-75,1,30
2020-09,NHS Borders,66-75,2,15
2020-09,NHS Borders,66-75,3,14
2020-09,NHS Borders,66-75,4,2
2020-09,NHS Borders,66-75,5,2
2020-09,NHS Borders,76+,1,10
2020-09,NHS Borders,76+,2,5
2020-09,NHS Borders,76+,3,4
2020-09,NHS Borders,76+,4,4
2020-09,NHS Borders,76+,5,2
2020-09,NHS Dumfries and Galloway,0-17,1,54
2020-09,NHS Dumfries and Galloway,0-17,2,33
2020-09,NHS Dumfries and Galloway,0-17,3,15
2020-09,NHS Dumfries and Galloway,0-17,4,14
2020-09,NHS Dumfries and Galloway,0-17,5,11
2020-09,NHS Dumfries and Galloway,18-25,1,158
2020-09,NHS Dumfries and Galloway,18-25,2,112
2020-09,NHS Dumfries and Galloway,18-25,3,70
2020-09,NHS Dumfries and Galloway,18-25,4,57
2020-09,NHS Dumfries and Galloway,18-25,5,28
2020-09,NHS Dumfries and Galloway,26-35,1,123
2020-09,NHS Dumfries and Galloway,26-35,2,92
2020-09,NHS Dumfries and Galloway,26-35,3,67
2020-09,NHS Dumfries and Galloway,26-35,4,43
2020-09,NHS Dumfries and Galloway,26-35,5,27
2020-09,NHS Dumfries and Galloway,36-45,1,96
2020-09,NHS Dumfries and Galloway,36-45,2,68
2020-09,NHS Dumfries and Galloway,36-45,3,48
2020-09,NHS Dumfries and Galloway,36-45,4,29
2020-09,NHS Dumfries and Galloway,36-45,5,22
2020-09,NHS Dumfries and Galloway,46-55,1,84
2020-09,NHS Dumfries and Galloway,46-55,2,66
2020-09,NHS Dumfries and Galloway,46-55,3,54
2020-09,NHS Dumfries and Galloway,46-55,4,26
2020-09,NHS Dumfries and Galloway,46-55,5,21
2020-09,NHS Dumfries and Galloway,56-65,1,71
2020-09,NHS Dumfries and Galloway,56-65,2,44
2020-09,NHS Dumfries and Galloway,56-65,3,30
2020-09,NHS Dumfries and Galloway,56-65,4,19
2020-09,NHS Dumfries and Galloway,56-65,5,13
2020-09,NHS Dumfries and Galloway,66-75,1,30
2020-09,NHS Dumfries and Galloway,66-75,2,16
2020-09,NHS Dumfries and Galloway,66-75,3,14
2020-09,NHS Dumfries and Galloway,66-75,4,9
2020-09,NHS Dumfries and Galloway,66-75,5,7
2020-09,NHS Dumfries and Galloway,76+,1,14
2020-09,NHS Dumfries and Galloway,76+,2,10
2020-09,NHS Dumfries and Galloway,76+,3,5
2020-09,NHS Dumfries and Galloway,76+,4,3
2020-09,NHS Dumfries and Galloway,76+,5,3
2020-09,NHS Fife,0-17,1,60
2020-09,NHS Fife,0-17,2,62
2020-09,NHS Fife,0-17,3,53
2020-09,NHS Fife,0-17,4,31
2020-09,NHS Fife,0-17,5,15
2020-09,NHS Fife,18-25,1,232
2020-09,NHS Fife,18-25,2,172
2020-09,NHS Fife,18-25,3,142
2020-09,NHS Fife,18-25,4,70
2020-09,NHS Fife,18-25,5,55
2020-09,NHS Fife,26-35,1,225
2020-09,NHS Fife,26-35,2,132
2020-09,NHS Fife,26-35,3,117
2020-09,NHS Fife,26-35,4,71
2020-09,NHS Fife,26-35,5,52
2020-09,NHS Fife,36-45,1,165
2020-09,NHS Fife,36-45,2,121
2020-09,NHS Fife,36-45,3,77
2020-09,NHS Fife,36-45,4,59
2020-09,NHS Fife,36-45,5,36
2020-09,NHS Fife,46-55,1,141
2020-09,NHS Fife,46-55,2,111
2020-09,NHS Fife,46-55,3,88
2020-09,NHS Fife,46-55,4,48
2020-09,NHS Fife,46-55,5,35
2020-09,NHS Fife,56-65,1,94
2020-09,NHS Fife,56-65,2,76
2020-09,NHS Fife,56-65,3,58
2020-09,NHS Fife,56-65,4,33
2020-09,NHS Fife,56-65,5,26
2020-09,NHS Fife,66-75,1,55
2020-09,NHS Fife,66-75,2,36
2020-09,NHS Fife,66-75,3,33
2020-09,NHS Fife,66-75,4,11
2020-09,NHS Fife,66-75,5,10
2020-09,NHS Fife,76+,1,22
2020-09,NHS Fife,76+,2,7
2020-09,NHS Fife,76+,3,9
2020-09,NHS Fife,76+,4,5
2020-09,NHS Fife,76+,5,3
2020-09,NHS Forth Valley,0-17,1,61
2020-09,NHS Forth Valley,0-17,2,49
2020-09,NHS Forth Valley,0-17,3,47
2020-09,NHS Forth Valley,0-17,4,30
2020-09,NHS Forth Valley,0-17,5,11
2020-09,NHS Forth Valley,18-25,1,189
2020-09,NHS Forth Valley,18-25,2,151
2020-09,NHS Forth Valley,18-25,3,115
2020-09,NHS Forth Valley,18-25,4,79
2020-09,NHS Forth Valley,18-25,5,49
2020-09,NHS Forth Valley,26-35,1,160
2020-09,NHS Forth Valley,26-35,2,124
2020-09,NHS Forth Valley,26-35,3,110
2020-09,NHS Forth Valley,26-35,4,52
2020-09,NHS Forth Valley,26-35,5,41
2020-09,NHS Forth Valley,36-45,1,123
2020-09,NHS Forth Valley,36-45,2,89
2020-09,NHS Forth Valley,36-45,3,78
2020-09,NHS Forth Valley,36-45,4,39
2020-09,NHS Forth Valley,36-45,5,37
2020-09,NHS Forth Valley,46-55,1,127
2020-09,NHS Forth Valley,46-55,2,85
2020-09,NHS Forth Valley,46-55,3,66
2020-09,NHS Forth Valley,46-55,4,36
2020-09,NHS Forth Valley,46-55,5,20
2020-09,NHS Forth Valley,56-65,1,82
2020-09,NHS Forth Valley,56-65,2,63
2020-09,NHS Forth Valley,56-65,3,49
2020-09,NHS Forth Valley,56-65,4,24
2020-09,NHS Forth Valley,56-65,5,14
2020-09,NHS Forth Valley,66-75,1,36
2020-09,NHS Forth Valley,66-75,2,28
2020-09,NHS Forth Valley,66-75,3,16
2020-09,NHS Forth Valley,66-75,4,20
2020-09,NHS Forth Valley,66-75,5,11
2020-09,NHS Forth Valley,76+,1,12
2020-09,NHS Forth Valley,76+,2,12
2020-09,NHS Forth Valley,76+,3,11
2020-09,NHS Forth Valley,76+,4,6
2020-09,NHS Forth Valley,76+,5,3
2020-09,NHS Grampian,0-17,1,121
2020-09,NHS Grampian,0-17,2,72
2020-09,NHS Grampian,0-17,3,40
2020-09,NHS Grampian,0-17,4,48
2020-09,NHS Grampian,0-17,5,24
2020-09,NHS Grampian,18-25,1,312
2020-09,NHS Grampian,18-25,2,262
2020-09,NHS Grampian,18-25,3,201
2020-09,NHS Grampian,18-25,4,123
2020-09,NHS Grampian,18-25,5,60
2020-09,NHS Grampian,26-35,1,261
2020-09,NHS Grampian,26-35,2,186
2020-09,NHS Grampian,26-35,3,173
2020-09,NHS Grampian,26-35,4,90
2020-09,NHS Grampian,26-35,5,59
2020-09,NHS Grampian,36-45,1,180
2020-09,NHS Grampian,36-45,2,138
2020-09,NHS Grampian,36-45,3,111
2020-09,NHS Grampian,36-45,4,66
2020-09,NHS Grampian,36-45,5,35
2020-09,NHS Grampian,46-55,1,189
2020-09,NHS Grampian,46-55,2,131
2020-09,NHS Grampian,46-55,3,103
2020-09,NHS Grampian,46-55,4,68
2020-09,NHS Grampian,46-55,5,37
2020-09,NHS Grampian,56-65,1,151
2020-09,NHS Grampian,56-65,2,107
2020-09,NHS Grampian,56-65,3,86
2020-09,NHS Grampian,56-65,4,50
2020-09,NHS Grampian,56-65,5,21
2020-09,NHS Grampian,66-75,1,65
2020-09,NHS Grampian,66-75,2,39
2020-09,NHS Grampian,66-75,3,36
2020-09,NHS Grampian,66-75,4,18
2020-09,NHS Grampian,66-75,5,14
2020-09,NHS Grampian,76+,1,26
2020-09,NHS Grampian,76+,2,17
2020-09,NHS Grampian,76+,3,10
2020-09,NHS Grampian,76+,4,3
2020-09,NHS Grampian,76+,5,6
2020-09,NHS Greater Glasgow and Clyde,0-17,1,199
2020-09,NHS Greater Glasgow and Clyde,0-17,2,134
2020-09,NHS Greater Glasgow and Clyde,0-17,3,109
2020-09,NHS Greater Glasgow and Clyde,0-17,4,69
2020-09,NHS Greater Glasgow and Clyde,0-17,5,41
2020-09,NHS Greater Glasgow and Clyde,18-25,1,602
2020-09,NHS Greater Glasgow and Clyde,18-25,2,457
2020-09,NHS Greater Glasgow and Clyde,18-25,3,348
2020-09,NHS Greater Glasgow and Clyde,18-25,4,231
2020-09,NHS Greater Glasgow and Clyde,18-25,5,141
2020-09,NHS Greater Glasgow and Clyde,26-35,1,537
2020-09,NHS Greater Glasgow and Clyde,26-35,2,324
2020-09,NHS Greater Glasgow and Clyde,26-35,3,280
2020-09,NHS Greater Glasgow and Clyde,26-35,4,181
2020-09,NHS Greater Glasgow and Clyde,26-35,5,94
2020-09,NHS Greater Glasgow and Clyde,36-45,1,406
2020-09,NHS Greater Glasgow and Clyde,36-45,2,250
2020-09,NHS Greater Glasgow and Clyde,36-45,3,227
2020-09,NHS Greater Glasgow and Clyde,36-45,4,132
2020-09,NHS Greater Glasgow and Clyde,36-45,5,85
2020-09,NHS Greater Glasgow and Clyde,46-55,1,402
2020-09,NHS Greater Glasgow and Clyde,46-55,2,264
2020-09,NHS Greater Glasgow and Clyde,46-55,3,206
2020-09,NHS Greater Glasgow and Clyde,46-55,4,105
2020-09,NHS Greater Glasgow and Clyde,46-55,5,84
2020-09,NHS Greater Glasgow and Clyde,56-65,1,266
2020-09,NHS Greater Glasgow and Clyde,56-65,2,171
2020-09,NHS Greater Glasgow and Clyde,56-65,3,150
2020-09,NHS Greater Glasgow and Clyde,56-65,4,85
2020-09,NHS Greater Glasgow and Clyde,56-65,5,58
2020-09,NHS Greater Glasgow and Clyde,66-75,1,111
2020-09,NHS Greater Glasgow and Clyde,66-75,2,112
2020-09,NHS Greater Glasgow and Clyde,66-75,3,69
2020-09,NHS Greater Glasgow and Clyde,66-75,4,46
2020-09,NHS Greater Glasgow and Clyde,66-75,5,31
2020-09,NHS Greater Glasgow and Clyde,76+,1,51
2020-09,NHS Greater Glasgow and Clyde,76+,2,28
2020-09,NHS Greater Glasgow and Clyde,76+,3,20
2020-09,NHS Greater Glasgow and Clyde,76+,4,14
2020-09,NHS Greater Glasgow and Clyde,76+,5,11
2020-09,NHS Highland,0-17,1,55
2020-09,NHS Highland,0-17,2,52
2020-09,NHS Highland,0-17,3,37
2020-09,NHS Highland,0-17,4,30
2020-09,NHS Highland,0-17,5,18
2020-09,NHS Highland,18-25,1,220
2020-09,NHS Highland,18-25,2,141
2020-09,NHS Highland,18-25,3,118
2020-09,NHS Highland,18-25,4,75
2020-09,NHS Highland,18-25,5,46
2020-09,NHS Highland,26-35,1,168
2020-09,NHS Highland,26-35,2,147
2020-09,NHS Highland,26-35,3,102
2020-09,NHS Highland,26-35,4,66
2020-09,NHS Highland,26-35,5,48
2020-09,NHS Highland,36-45,1,151
2020-09,NHS Highland,36-45,2,112
2020-09,NHS Highland,36-45,3,67
2020-09,NHS Highland,36-45,4,42
2020-09,NHS Highland,36-45,5,42
2020-09,NHS Highland,46-55,1,146
2020-09,NHS Highland,46-55,2,114
2020-09,NHS Highland,46-55,3,70
2020-09,NHS Highland,46-55,4,46
2020-09,NHS Highland,46-55,5,35
2020-09,NHS Highland,56-65,1,83
2020-09,NHS Highland,56-65,2,61
2020-09,NHS Highland,56-65,3,48
2020-09,NHS Highland,56-65,4,31
2020-09,NHS Highland,56-65,5,27
2020-09,NHS Highland,66-75,1,40
2020-09,NHS Highland,66-75,2,37
2020-09,NHS Highland,66-75,3,25
2020-09,NHS Highland,66-75,4,9
2020-09,NHS Highland,66-75,5,11
2020-09,NHS Highland,76+,1,15
2020-09,NHS Highland,76+,2,8
2020-09,NHS Highland,76+,3,11
2020-09,NHS Highland,76+,4,12
2020-09,NHS Highland,76+,5,6
2020-09,NHS Lanarkshire,0-17,1,117
2020-09,NHS Lanarkshire,0-17,2,84
2020-09,NHS Lanarkshire,0-17,3,66
2020-09,NHS Lanarkshire,0-17,4,46
2020-09,NHS Lanarkshire,0-17,5,26
2020-09,NHS Lanarkshire,18-25,1,396
2020-09,NHS Lanarkshire,18-25,2,276
2020-09,NHS Lanarkshire,18-25,3,208
2020-09,NHS Lanarkshire,18-25,4,128
2020-09,NHS Lanarkshire,18-25,5,62
2020-09,NHS Lanarkshire,26-35,1,295
2020-09,NHS Lanarkshire,26-35,2,212
2020-09,NHS Lanarkshire,26-35,3,175
2020-09,NHS Lanarkshire,26-35,4,106
2020-09,NHS Lanarkshire,26-35,5,69
2020-09,NHS Lanarkshire,36-45,1,207
2020-09,NHS Lanarkshire,36-45,2,155
2020-09,NHS Lanarkshire,36-45,3,119
2020-09,NHS Lanarkshire,36-45,4,84
2020-09,NHS Lanarkshire,36-45,5,51
2020-09,NHS Lanarkshire,46-55,1,213
2020-09,NHS Lanarkshire,46-55,2,173
2020-09,NHS Lanarkshire,46-55,3,137
2020-09,NHS Lanarkshire,46-55,4,88
2020-09,NHS Lanarkshire,46-55,5,51
2020-09,NHS Lanarkshire,56-65,1,156
2020-09,NHS Lanarkshire,56-65,2,111
2020-09,NHS Lanarkshire,56-65,3,96
2020-09,NHS Lanarkshire,56-65,4,58
2020-09,NHS Lanarkshire,56-65,5,39
2020-09,NHS Lanarkshire,66-75,1,89
2020-09,NHS Lanarkshire,66-75,2,53
2020-09,NHS Lanarkshire,66-75,3,42
2020-09,NHS Lanarkshire,66-75,4,21
2020-09,NHS Lanarkshire,66-75,5,10
2020-09,NHS Lanarkshire,76+,1,40
2020-09,NHS Lanarkshire,76+,2,20
2020-09,NHS Lanarkshire,76+,3,18
2020-09,NHS Lanarkshire,76+,4,6
2020-09,NHS Lanarkshire,76+,5,5
2020-09,NHS Lothian,0-17,1,152
2020-09,NHS Lothian,0-17,2,125
2020-09,NHS Lothian,0-17,3,97
2020-09,NHS Lothian,0-17,4,49
2020-09,NHS Lothian,0-17,5,38
2020-09,NHS Lothian,18-25,1,524
2020-09,NHS Lothian,18-25,2,365
2020-09,NHS Lothian,18-25,3,303
2020-09,NHS Lothian,18-25,4,185
2020-09,NHS Lothian,18-25,5,109
2020-09,NHS Lothian,26-35,1,399
2020-09,NHS Lothian,26-35,2,279
2020-09,NHS Lothian,26-35,3,226
2020-09,NHS Lothian,26-35,4,99
2020-09,NHS Lothian,26-35,5,91
2020-09,NHS Lothian,36-45,1,337
2020-09,NHS Lothian,36-45,2,203
2020-09,NHS Lothian,36-45,3,152
2020-09,NHS Lothian,36-45,4,111
2020-09,NHS Lothian,36-45,5,61
2020-09,NHS Lothian,46-55,1,340
2020-09,NHS Lothian,46-55,2,217
2020-09,NHS Lothian,46-55,3,169
2020-09,NHS Lothian,46-55,4,93
2020-09,NHS Lothian,46-55,5,81
2020-09,NHS Lothian,56-65,1,218
2020-09,NHS Lothian,56-65,2,145
2020-09,NHS Lothian,56-65,3,98
2020-09,NHS Lothian,56-65,4,70
2020-09,NHS Lothian,56-65,5,57
2020-09,NHS Lothian,66-75,1,94
2020-09,NHS Lothian,66-75,2,74
2020-09,NHS Lothian,66-75,3,54
2020-09,NHS Lothian,66-75,4,31
2020-09,NHS Lothian,66-75,5,19
2020-09,NHS Lothian,76+,1,39
2020-09,NHS Lothian,76+,2,34
2020-09,NHS Lothian,76+,3,28
2020-09,NHS Lothian,76+,4,5
2020-09,NHS Lothian,76+,5,6
2020-09,NHS Orkney,0-17,1,10
2020-09,NHS Orkney,0-17,2,3
2020-09,NHS Orkney,0-17,3,4
2020-09,NHS Orkney,0-17,4,2
2020-09,NHS Orkney,0-17,5,2
2020-09,NHS Orkney,18-25,1,31
2020-09,NHS Orkney,18-25,2,27
2020-09,NHS Orkney,18-25,3,26
2020-09,NHS Orkney,18-25,4,8
2020-09,NHS Orkney,18-25,5,5
2020-09,NHS Orkney,26-35,1,33
2020-09,NHS Orkney,26-35,2,21
2020-09,NHS Orkney,26-35,3,22
2020-09,NHS Orkney,26-35,4,7
2020-09,NHS Orkney,26-35,5,8
2020-09,NHS Orkney,36-45,1,24
2020-09,NHS Orkney,36-45,2,21
2020-09,NHS Orkney,36-45,3,16
2020-09,NHS Orkney,36-45,4,10
2020-09,NHS Orkney,36-45,5,2
2020-09,NHS Orkney,46-55,1,19
2020-09,NHS Orkney,46-55,2,15
2020-09,NHS Orkney,46-55,3,9
2020-09,NHS Orkney,46-55,4,12
2020-09,NHS Orkney,46-55,5,3
2020-09,NHS Orkney,56-65,1,13
2020-09,NHS Orkney,56-65,2,20
2020-09,NHS Orkney,56-65,3,11
2020-09,NHS Orkney,56-65,4,4
2020-09,NHS Orkney,56-65,5,4
2020-09,NHS Orkney,66-75,1,9
2020-09,NHS Orkney,66-75,2,12
2020-09,NHS Orkney,66-75,3,4
2020-09,NHS Orkney,66-75,4,1
2020-09,NHS Orkney,66-75,5,2
2020-09,NHS Orkney,76+,1,4
2020-09,NHS Orkney,76+,2,1
2020-09,NHS Orkney,76+,3,2
2020-09,NHS Shetland,0-17,1,11
2020-09,NHS Shetland,0-17,2,11
2020-09,NHS Shetland,0-17,3,12
2020-09,NHS Shetland,0-17,4,7
2020-09,NHS Shetland,0-17,5,2
2020-09,NHS Shetland,18-25,1,40
2020-09,NHS Shetland,18-25,2,24
2020-09,NHS Shetland,18-25,3,21
2020-09,NHS Shetland,18-25,4,16
2020-09,NHS Shetland,18-25,5,8
2020-09,NHS Shetland,26-35,1,30
2020-09,NHS Shetland,26-35,2,21
2020-09,NHS Shetland,26-35,3,10
2020-09,NHS Shetland,26-35,4,6
2020-09,NHS Shetland,26-35,5,5
2020-09,NHS Shetland,36-45,1,26
2020-09,NHS Shetland,36-45,2,17
2020-09,NHS Shetland,36-45,3,7
2020-09,NHS Shetland,36-45,4,6
2020-09,NHS Shetland,36-45,5,3
2020-09,NHS Shetland,46-55,1,20
2020-09,NHS Shetland,46-55,2,14
2020-09,NHS Shetland,46-55,3,20
2020-09,NHS Shetland,46-55,4,8
2020-09,NHS Shetland,46-55,5,2
2020-09,NHS Shetland,56-65,1,15
2020-09,NHS Shetland,56-65,2,8
2020-09,NHS Shetland,56-65,3,8
2020-09,NHS Shetland,56-65,4,2
2020-09,NHS Shetland,56-65,5,3
2020-09,NHS Shetland,66-75,1,13
2020-09,NHS Shetland,66-75,2,4
2020-09,NHS Shetland,66-75,3,6
2020-09,NHS Shetland,66-75,4,3
2020-09,NHS Shetland,76+,1,5
2020-09,NHS Shetland,76+,2,1
2020-09,NHS Shetland,76+,3,1
2020-09,NHS Shetland,76+,4,2
2020-09,NHS Tayside,0-17,1,89
2020-09,NHS Tayside,0-17,2,66
2020-09,NHS Tayside,0-17,3,55
2020-09,NHS Tayside,0-17,4,31
2020-09,NHS Tayside,0-17,5,20
2020-09,NHS Tayside,18-25,1,299
2020-09,NHS Tayside,18-25,2,214
2020-09,NHS Tayside,18-25,3,168
2020-09,NHS Tayside,18-25,4,88
2020-09,NHS Tayside,18-25,5,77
2020-09,NHS Tayside,26-35,1,245
2020-09,NHS Tayside,26-35,2,168
2020-09,NHS Tayside,26-35,3,144
2020-09,NHS Tayside,26-35,4,79
2020-09,NHS Tayside,26-35,5,45
2020-09,NHS Tayside,36-45,1,187
2020-09,NHS Tayside,36-45,2,148
2020-09,NHS Tayside,36-45,3,127
2020-09,NHS Tayside,36-45,4,62
2020-09,NHS Tayside,36-45,5,44
2020-09,NHS Tayside,46-55,1,192
2020-09,NHS Tayside,46-55,2,135
2020-09,NHS Tayside,46-55,3,86
2020-09,NHS Tayside,46-55,4,65
2020-09,NHS Tayside,46-55,5,38
2020-09,NHS Tayside,56-65,1,124
2020-09,NHS Tayside,56-65,2,88
2020-09,NHS Tayside,56-65,3,85
2020-09,NHS Tayside,56-65,4,42
2020-09,NHS Tayside,56-65,5,25
2020-09,NHS Tayside,66-75,1,54
2020-09,NHS Tayside,66-75,2,32
2020-09,NHS Tayside,66-75,3,41
2020-09,NHS Tayside,66-75,4,26
2020-09,NHS Tayside,66-75,5,7
2020-09,NHS Tayside,76+,1,24
2020-09,NHS Tayside,76+,2,14
2020-09,NHS Tayside,76+,3,23
2020-09,NHS Tayside,76+,4,7
2020-09,NHS Tayside,76+,5,3
2020-09,NHS Western Isles,0-17,1,27
2020-09,NHS Western Isles,0-17,2,9
2020-09,NHS Western Isles,0-17,3,17
2020-09,NHS Western Isles,0-17,4,5
2020-09,NHS Western Isles,0-17,5,1
2020-09,NHS Western Isles,18-25,1,49
2020-09,NHS Western Isles,18-25,2,40
2020-09,NHS Western Isles,18-25,3,24
2020-09,NHS Western Isles,18-25,4,21
2020-09,NHS Western Isles,18-25,5,11
2020-09,NHS Western Isles,26-35,1,34
2020-09,NHS Western Isles,26-35,2,26
2020-09,NHS Western Isles,26-35,3,14
2020-09,NHS Western Isles,26-35,4,12
2020-09,NHS Western Isles,26-35,5,4
2020-09,NHS Western Isles,36-45,1,33
2020-09,NHS Western Isles,36-45,2,24
2020-09,NHS Western Isles,36-45,3,19
2020-09,NHS Western Isles,36-45,4,14
2020-09,NHS Western Isles,36-45,5,9
2020-09,NHS Western Isles,46-55,1,17
2020-09,NHS Western Isles,46-55,2,21
2020-09,NHS Western Isles,46-55,3,20
2020-09,NHS Western Isles,46-55,4,7
2020-09,NHS Western Isles,46-55,5,7
2020-09,NHS Western Isles,56-65,1,26
2020-09,NHS Western Isles,56-65,2,12
2020-09,NHS Western Isles,56-65,3,11
2020-09,NHS Western Isles,56-65,4,6
2020-09,NHS Western Isles,56-65,5,2
2020-09,NHS Western Isles,66-75,1,11
2020-09,NHS Western Isles,66-75,2,4
2020-09,NHS Western Isles,66-75,3,4
2020-09,NHS Western Isles,66-75,5,3
2020-09,NHS Western Isles,76+,1,8
2020-09,NHS Western Isles,76+,2,7
2020-09,NHS Western Isles,76+,3,1
2020-09,NHS Western Isles,76+,4,1
2020-10,NHS Ayrshire and Arran,0-17,1,93
2020-10,NHS Ayrshire and Arran,0-17,2,58
2020-10,NHS Ayrshire and Arran,0-17,3,41
2020-10,NHS Ayrshire and Arran,0-17,4,28
2020-10,NHS Ayrshire and Arran,0-17,5,24
2020-10,NHS Ayrshire and Arran,18-25,1,265
2020-10,NHS Ayrshire and Arran,18-25,2,191
2020-10,NHS Ayrshire and Arran,18-25,3,151
2020-10,NHS Ayrshire and Arran,18-25,4,82
2020-10,NHS Ayrshire and Arran,18-25,5,64
2020-10,NHS Ayrshire and Arran,26-35,1,206
2020-10,NHS Ayrshire and Arran,26-35,2,155
2020-10,NHS Ayrshire and Arran,26-35,3,135
2020-10,NHS Ayrshire and Arran,26-35,4,79
2020-10,NHS Ayrshire and Arran,26-35,5,54
2020-10,NHS Ayrshire and Arran,36-45,1,148
2020-10,NHS Ayrshire and Arran,36-45,2,115
2020-10,NHS Ayrshire and Arran,36-45,3,103
2020-10,NHS Ayrshire and Arran,36-45,4,42
2020-10,NHS Ayrshire and Arran,36-45,5,42
2020-10,NHS Ayrshire and Arran,46-55,1,168
2020-10,NHS Ayrshire and Arran,46-55,2,104
2020-10,NHS Ayrshire and Arran,46-55,3,90
2020-10,NHS Ayrshire and Arran,46-55,4,52
2020-10,NHS Ayrshire and Arran,46-55,5,26
2020-10,NHS Ayrshire and Arran,56-65,1,99
2020-10,NHS Ayrshire and Arran,56-65,2,76
2020-10,NHS Ayrshire and Arran,56-65,3,63
2020-10,NHS Ayrshire and Arran,56-65,4,38
2020-10,NHS Ayrshire and Arran,56-65,5,24
2020-10,NHS Ayrshire and Arran,66-75,1,41
2020-10,NHS Ayrshire and Arran,66-75,2,39
2020-10,NHS Ayrshire and Arran,66-75,3,36
2020-10,NHS Ayrshire and Arran,66-75,4,22
2020-10,NHS Ayrshire and Arran,66-75,5,10
2020-10,NHS Ayrshire and Arran,76+,1,25
2020-10,NHS Ayrshire and Arran,76+,2,12
2020-10,NHS Ayrshire and Arran,76+,3,8
2020-10,NHS Ayrshire and Arran,76+,4,8
2020-10,NHS Ayrshire and Arran,76+,5,5
2020-10,NHS Borders,0-17,1,30
2020-10,NHS Borders,0-17,2,22
2020-10,NHS Borders,0-17,3,22
2020-10,NHS Borders,0-17,4,9
2020-10,NHS Borders,0-17,5,14
2020-10,NHS Borders,18-25,1,118
2020-10,NHS Borders,18-25,2,73
2020-10,NHS Borders,18-25,3,71
2020-10,NHS Borders,18-25,4,42
2020-10,NHS Borders,18-25,5,28
2020-10,NHS Borders,26-35,1,74
2020-10,NHS Borders,26-35,2,51
2020-10,NHS Borders,26-35,3,38
2020-10,NHS Borders,26-35,4,24
2020-10,NHS Borders,26-35,5,19
2020-10,NHS Borders,36-45,1,56
2020-10,NHS Borders,36-45,2,52
2020-10,NHS Borders,36-45,3,44
2020-10,NHS Borders,36-45,4,14
2020-10,NHS Borders,36-45,5,13
2020-10,NHS Borders,46-55,1,55
2020-10,NHS Borders,46-55,2,55
2020-10,NHS Borders,46-55,3,39
2020-10,NHS Borders,46-55,4,23
2020-10,NHS Borders,46-55,5,14
2020-10,NHS Borders,56-65,1,45
2020-10,NHS Borders,56-65,2,31
2020-10,NHS Borders,56-65,3,27
2020-10,NHS Borders,56-65,4,11
2020-10,NHS Borders,56-65,5,9
2020-10,NHS Borders,66-75,1,27
2020-10,NHS Borders,66-75,2,13
2020-10,NHS Borders,66-75,3,15
2020-10,NHS Borders,66-75,4,6
2020-10,NHS Borders,66-75,5,8
2020-10,NHS Borders,76+,1,7
2020-10,NHS Borders,76+,2,13
2020-10,NHS Borders,76+,3,3
2020-10,NHS Borders,76+,4,2
2020-10,NHS Borders,76+,5,1
2020-10,NHS Dumfries and Galloway,0-17,1,41
2020-10,NHS Dumfries and Galloway,0-17,2,43
2020-10,NHS Dumfries and Galloway,0-17,3,35
2020-10,NHS Dumfries and Galloway,0-17,4,17
2020-10,NHS Dumfries and Galloway,0-17,5,14
2020-10,NHS Dumfries and Galloway,18-25,1,146
2020-10,NHS Dumfries and Galloway,18-25,2,101
2020-10,NHS Dumfries and Galloway,18-25,3,85
2020-10,NHS Dumfries and Galloway,18-25,4,64
2020-10,NHS Dumfries and Galloway,18-25,5,33
2020-10,NHS Dumfries and Galloway,26-35,1,139
2020-10,NHS Dumfries and Galloway,26-35,2,98
2020-10,NHS Dumfries and Galloway,26-35,3,65
2020-10,NHS Dumfries and Galloway,26-35,4,45
2020-10,NHS Dumfries and Galloway,26-35,5,32
2020-10,NHS Dumfries and Galloway,36-45,1,81
2020-10,NHS Dumfries and Galloway,36-45,2,63
2020-10,NHS Dumfries and Galloway,36-45,3,68
2020-10,NHS Dumfries and Galloway,36-45,4,44
2020-10,NHS Dumfries and Galloway,36-45,5,26
2020-10,NHS Dumfries and Galloway,46-55,1,99
2020-10,NHS Dumfries and Galloway,46-55,2,69
2020-10,NHS Dumfries and Galloway,46-55,3,48
2020-10,NHS Dumfries and Galloway,46-55,4,37
2020-10,NHS Dumfries and Galloway,46-55,5,16
2020-10,NHS Dumfries and Galloway,56-65,1,60
2020-10,NHS Dumfries and Galloway,56-65,2,61
2020-10,NHS Dumfries and Galloway,56-65,3,24
2020-10,NHS Dumfries and Galloway,56-65,4,21
2020-10,NHS Dumfries and Galloway,56-65,5,14
2020-10,NHS Dumfries and Galloway,66-75,1,31
2020-10,NHS Dumfries and Galloway,66-75,2,23
2020-10,NHS Dumfries and Galloway,66-75,3,26
2020-10,NHS Dumfries and Galloway,66-75,4,7
